MonitoringLocationIdentifier,ActivityStartDate,temp_c,ph,turbidity_ntu,dissolved_o2_mg_l,flow_rate_cfs
SYNTHETIC_SITE_0043,2023-02-13,13.494481522053556,7.169193224399434,3.2588578919909588,7.681909579199897,4.000959710525565
SYNTHETIC_SITE_0044,2023-02-14,7.607390048162863,7.0618981600473445,1.608161806149805,8.59124897749419,0.7354393637447036
SYNTHETIC_SITE_0045,2023-02-15,11.400778958026457,7.906927949989338,1.4686463600932604,4.966714901158418,2.8517890487081896
SYNTHETIC_SITE_0046,2023-02-16,12.696806145201062,7.721858302730736,0.3083452699285018,10.95386885223655,1.5224937146461217
SYNTHETIC_SITE_0047,2023-02-17,20.285611131094576,5.9388862744126,2.9863890152748565,5.6644408974641305,2.9320093149193283
SYNTHETIC_SITE_0048,2023-02-18,16.71809144784231,8.381232279780717,0.633286538217213,8.433551127525257,5.461402536950833
SYNTHETIC_SITE_0049,2023-02-19,6.18479922318633,8.304073083317961,1.3731195417994453,5.805394944734312,5.075130170641814
SYNTHETIC_SITE_0050,2023-02-20,16.620419846973974,6.699549838792377,0.6689159933274842,6.822266346522608,2.417984994662334
SYNTHETIC_SITE_0051,2023-02-21,13.074588597918417,7.516642826749927,0.28734438981459237,6.325475137900599,6.646038674196015
SYNTHETIC_SITE_0052,2023-02-22,11.615389998470206,7.595224149026191,1.9861151469518448,6.7842494786483645,8.380940409038807
SYNTHETIC_SITE_0053,2023-02-23,18.05838144420434,7.4085390126591255,0.11172751945183274,6.921754593702043,5.5251336441948515
SYNTHETIC_SITE_0054,2023-02-24,20.154997612479754,6.7597558769236645,2.761779855836161,6.903462410149846,2.0937512623680723
SYNTHETIC_SITE_0055,2023-02-25,19.656400595580994,6.662701305649559,0.7642398651077931,9.666667823560614,3.008669985435326
SYNTHETIC_SITE_0056,2023-02-26,10.803912383886807,7.179556743206844,0.0002694041528053474,5.790274413874959,9.482605724292775
SYNTHETIC_SITE_0057,2023-02-27,13.453938120743928,8.138183215407492,1.4313138256088904,8.441082854027734,2.56907884560888
SYNTHETIC_SITE_0058,2023-02-28,16.65631715701782,7.634880123675546,0.09596998472250436,10.435918304611118,5.086527719761969
SYNTHETIC_SITE_0059,2023-03-01,19.877725635611796,6.903508534331116,0.6463962198195594,6.973607270973208,1.7699402113207057
SYNTHETIC_SITE_0060,2023-03-02,12.60412881077355,7.8173589685186755,2.4550048511866462,6.564162218504796,6.6781572379622425
SYNTHETIC_SITE_0061,2023-03-03,14.071705116680914,4.92116590349594,0.12948160931765357,7.538950749639499,1.5930430088343297
SYNTHETIC_SITE_0062,2023-03-04,9.468325129969859,8.119012560297683,3.6569111284295728,10.35945041672142,3.1126345563661912
SYNTHETIC_SITE_0063,2023-03-05,9.018966879596647,5.808228976977521,0.007654474392792114,8.388215261906716,4.958983756522405
SYNTHETIC_SITE_0064,2023-03-06,19.062629111970992,6.910047246877494,0.566912346182991,6.937571410784803,10.786028790101229
SYNTHETIC_SITE_0065,2023-03-07,21.781200142854114,6.304264084299085,2.7011136926222084,8.96775330237608,3.946472687918052
SYNTHETIC_SITE_0066,2023-03-08,14.63994939209833,6.164254819423276,0.7603847902394995,5.795415700327153,2.700102985408519
SYNTHETIC_SITE_0067,2023-03-09,20.01766448946012,8.128661429902817,0.21493076548758702,9.362719020885896,2.5380393930861533
SYNTHETIC_SITE_0068,2023-03-10,16.80818012523817,6.8258390389504875,0.893305335129616,8.817214615403536,6.478432191452564
SYNTHETIC_SITE_0069,2023-03-11,11.774401226974378,7.4772031053845724,0.6304992769775121,7.384383057722232,4.675730834627602
SYNTHETIC_SITE_0070,2023-03-12,16.80697802754207,7.162463536896653,3.6993522742740583,6.322828403105538,5.3852310625430935
SYNTHETIC_SITE_0071,2023-03-13,22.690182832329846,7.581632661778498,0.7518550905876795,6.226638155433085,9.039989706629523
SYNTHETIC_SITE_0072,2023-03-14,14.820869804450242,7.261457512848205,3.1111543154627013,9.069634672691821,3.4908940357345206
SYNTHETIC_SITE_0073,2023-03-15,22.82321827907003,6.173606220649145,4.448881815408057,10.457961004978124,4.439834337224849
SYNTHETIC_SITE_0074,2023-03-16,1.9012744795512777,7.997013455557712,1.1376773450865927,6.725384505942411,2.510041840966223
SYNTHETIC_SITE_0075,2023-03-17,19.10951252187612,6.80499473347095,4.814628146322393,8.91677340710297,1.7100199440918034
SYNTHETIC_SITE_0076,2023-03-18,15.435235341190856,5.954734481072199,0.9474388211190321,3.8259459627958625,2.01733089157176
SYNTHETIC_SITE_0077,2023-03-19,13.504963247670663,6.85750787122727,6.652833904337432,6.830764538685601,0.18701793070983141
SYNTHETIC_SITE_0078,2023-03-20,15.458803882677511,8.400607832507449,0.18706048362472302,7.937882134258196,4.923101501328596
SYNTHETIC_SITE_0079,2023-03-21,5.0621554269955364,7.880177393690794,2.3232272893199766,6.1806331660363325,4.565638878087509
SYNTHETIC_SITE_0080,2023-03-22,13.90164056081244,6.921078292473712,1.3617023364623064,6.126987250420808,4.848687067736565
SYNTHETIC_SITE_0081,2023-03-23,16.78556285755873,6.920593836545257,0.9808986275250262,6.664440887062227,1.6099262917344241
SYNTHETIC_SITE_0082,2023-03-24,22.38947022370758,6.942691959026094,2.0032173348106554,8.584385456652747,2.0476415366050693
SYNTHETIC_SITE_0083,2023-03-25,12.408648908631763,8.861398386848673,2.4338262852702486,7.6253419631872505,1.9908254894577009
SYNTHETIC_SITE_0084,2023-03-26,10.957531985534061,7.505548361785243,0.008745632983492825,3.523537533350056,7.128460433263464
SYNTHETIC_SITE_0085,2023-03-27,12.491214782077318,7.544033317752856,0.365330644742418,3.7585996947298677,3.8381968395144184
SYNTHETIC_SITE_0086,2023-03-28,19.57701058851037,8.024226763225474,2.4968670625373326,6.78626964428565,3.462274650886068
SYNTHETIC_SITE_0087,2023-03-29,16.643755548298422,7.391031327221211,2.1955377703349446,8.915373172107104,5.738621633923182
SYNTHETIC_SITE_0088,2023-03-30,12.351198981164806,6.992766283343438,6.765585882081083,2.5049903145495307,1.9966152207077619
SYNTHETIC_SITE_0089,2023-03-31,17.56633716556678,7.042920120732018,2.862899715513481,7.000539647696739,4.361542939383465
SYNTHETIC_SITE_0090,2023-04-01,15.485387746740201,7.142718992468749,6.022614176753758,6.947504286965158,11.713925298611231
SYNTHETIC_SITE_0091,2023-04-02,19.843224952664446,7.170222210792127,2.4249544057541748,10.776675556416896,7.899628161850152
SYNTHETIC_SITE_0092,2023-04-03,11.489734530613237,7.782103634909584,0.7077924980065297,7.229956376574273,4.313675280905692
SYNTHETIC_SITE_0093,2023-04-04,13.361689267011158,7.24155670864584,0.2226787564240718,8.765977969481856,3.562234215497919
SYNTHETIC_SITE_0094,2023-04-05,13.039459234339212,7.786112061772464,3.0449051522289614,8.282514280174926,4.81873936702748
SYNTHETIC_SITE_0095,2023-04-06,7.682425259339407,7.135426735913135,2.06648759490405,3.738867040385599,8.640672400710852
SYNTHETIC_SITE_0096,2023-04-07,16.48060138532288,7.262908152252873,0.09877130890308398,9.536414433263474,8.234321988150162
SYNTHETIC_SITE_0097,2023-04-08,16.305276360899448,5.601439452374314,0.8927319174155142,8.430793010912575,9.617166391338865
SYNTHETIC_SITE_0098,2023-04-09,15.025567283212304,7.933062139761986,6.283821025088229,9.01653727934918,4.000601882414652
SYNTHETIC_SITE_0099,2023-04-10,13.827064333124266,7.477190780718394,1.3878995879767009,15.0,0.32956773995419886
SYNTHETIC_SITE_0100,2023-04-11,7.923146289747929,7.9984080878877215,1.133836750145098,3.831774121002823,11.174380363576892
SYNTHETIC_SITE_0101,2023-04-12,12.896773386173205,4.882995697445049,1.2238703940999978,11.449393299522217,1.7066364253071884
SYNTHETIC_SITE_0102,2023-04-13,13.286427417366152,8.870699763824582,0.4686181185051916,7.425104961199289,5.673076802412717
SYNTHETIC_SITE_0103,2023-04-14,10.988613653891905,7.0883282974758615,0.9199709051183403,8.574657808806018,0.3390512010448306
SYNTHETIC_SITE_0104,2023-04-15,14.193571441669954,8.086546253390013,0.9234781689040747,7.908975509397516,3.407351703599364
SYNTHETIC_SITE_0105,2023-04-16,17.020254284072692,6.368075258299576,0.10755068147219563,7.151527333203913,2.572836346156409
SYNTHETIC_SITE_0106,2023-04-17,24.43092950605265,7.690219124050056,2.9183119432260995,6.860334143522483,9.631634938836322
SYNTHETIC_SITE_0107,2023-04-18,15.872889064159194,6.357267549461075,1.0774368453275396,8.659017471146019,4.353924938175764
SYNTHETIC_SITE_0108,2023-04-19,16.28775195361382,6.700984831443356,3.453965679565796,4.965652606656642,3.3800694376057194
SYNTHETIC_SITE_0109,2023-04-20,14.627770421169163,8.73122508309343,3.7988853754777145,9.501158335043531,4.708636952815184
SYNTHETIC_SITE_0110,2023-04-21,5.406143923504793,7.047454079389323,0.47649928870812497,7.167611190229492,0.09156516136937307
SYNTHETIC_SITE_0111,2023-04-22,14.867430622753915,7.373946298543778,2.142111846942619,5.739861321919284,1.9571422516754464
SYNTHETIC_SITE_0112,2023-04-23,15.301151049705132,7.896054184551003,1.2783857155214864,7.099974284008373,2.224877270267454
SYNTHETIC_SITE_0113,2023-04-24,27.31621056242643,7.596545510378084,4.24314107860472,10.514298433725145,5.2505536478315
SYNTHETIC_SITE_0114,2023-04-25,14.038195176094387,7.3203351241148615,0.48603109393259447,6.929329825967554,1.38206672668175
SYNTHETIC_SITE_0115,2023-04-26,16.507736711668063,7.49196880197298,2.2652475567668895,8.71690723641924,3.873088734495321
SYNTHETIC_SITE_0116,2023-04-27,14.826441151473784,9.12273246819062,1.8717225956861803,6.538087448569053,3.133321735753269
SYNTHETIC_SITE_0117,2023-04-28,9.156609811902339,7.153904962373132,0.699970390780318,9.515843699847238,2.0504867322951004
SYNTHETIC_SITE_0118,2023-04-29,20.714114072575104,7.360879237371974,0.2937564849613751,9.371015477580409,2.167366440532703
SYNTHETIC_SITE_0119,2023-04-30,18.759665163433873,8.04052351680609,2.1090363271708568,11.697217666592824,3.111016874534049
SYNTHETIC_SITE_0120,2023-05-01,18.955159735215233,8.084420746366387,2.683387507570942,7.648872109001569,0.47373060675030554
SYNTHETIC_SITE_0121,2023-05-02,10.453062726026305,8.149624244448304,0.7585053813203535,9.337309609515813,5.793501274050152
SYNTHETIC_SITE_0122,2023-05-03,22.013971554680495,7.710984177623348,2.0703321253609963,8.196135079077889,1.695849858552354
SYNTHETIC_SITE_0123,2023-05-04,7.990744686038596,6.285596069815613,1.005486441162735,10.591743563726029,2.7065235193935773
SYNTHETIC_SITE_0124,2023-05-05,17.934285469001352,8.506745225840877,2.497988341665501,6.562335224782539,9.398665149074384
SYNTHETIC_SITE_0125,2023-05-06,25.952278129049894,6.282923685585049,0.444326251412142,9.490010625754563,5.862972552234464
SYNTHETIC_SITE_0126,2023-05-07,10.047318374346558,7.4421083721912265,4.418462790545983,7.610605407766637,1.1569768241633396
SYNTHETIC_SITE_0127,2023-05-08,12.16851135198614,6.596579319984514,0.6776969854692375,7.871623645783004,0.0634137401524616
SYNTHETIC_SITE_0128,2023-05-09,15.498256825438206,7.148689322725606,0.9170546303766779,8.183504968896745,4.854165747126528
SYNTHETIC_SITE_0129,2023-05-10,12.482621729419003,7.463009928242784,0.11969524568741217,8.504480792853355,2.793476981332665
SYNTHETIC_SITE_0130,2023-05-11,7.246682844669337,7.457085772360219,0.23646875271342271,7.767541913756084,3.890461866740763
SYNTHETIC_SITE_0131,2023-05-12,15.342814874030136,7.537536603388228,1.4507701759768121,8.429426366341053,5.727645239017035
SYNTHETIC_SITE_0132,2023-05-13,9.688481431369475,8.490969015246918,0.6228369344514492,11.156236115124369,6.3670084762309775
SYNTHETIC_SITE_0133,2023-05-14,17.36796215317591,7.562827441211184,3.6094490154940124,9.970899371230438,2.372317222858706
SYNTHETIC_SITE_0134,2023-05-15,10.402878828830985,7.004674691767481,0.029604811388883413,9.738309184993794,3.071114497043319
SYNTHETIC_SITE_0135,2023-05-16,22.749672025087698,7.971269734630686,0.9531513113094143,7.088920947952259,4.455465623922767
SYNTHETIC_SITE_0136,2023-05-17,11.083733538318814,8.151576391139713,0.823003222683286,6.221518343543352,4.66857767004045
SYNTHETIC_SITE_0137,2023-05-18,13.389692418971622,6.217913747890406,0.03903370333975423,9.910601116475506,3.8621475338273714
SYNTHETIC_SITE_0138,2023-05-19,19.067586086848348,7.677920055879887,0.2656196466091774,9.752093585059589,8.71342527671236
SYNTHETIC_SITE_0139,2023-05-20,8.845678417830225,7.760938193848719,1.067651810951491,10.945341351501964,4.631069714369242
SYNTHETIC_SITE_0140,2023-05-21,16.137299673020646,6.9619491973120065,1.357954438467984,6.792038748061541,5.668664159717444
SYNTHETIC_SITE_0141,2023-05-22,21.53571377141214,8.300565450649296,1.0360017664794439,7.540902689279306,4.1076431713802535
SYNTHETIC_SITE_0142,2023-05-23,6.962583827193862,7.0799555303739785,1.5140392750266451,4.721031674949131,1.3724649824194142
SYNTHETIC_SITE_0143,2023-05-24,15.923169292661521,7.300461162777234,1.8083867759270336,7.215057787878254,1.9517236924588799
SYNTHETIC_SITE_0144,2023-05-25,16.299413971242117,7.061542540572905,0.019946780916305435,9.993141021158895,1.109094257802809
SYNTHETIC_SITE_0145,2023-05-26,18.90911435888655,7.212463238065174,1.2475973399332378,7.067009241543604,6.862484506947541
SYNTHETIC_SITE_0146,2023-05-27,8.81524644560959,6.3229799304838386,6.620844442019276,9.280959590401647,0.7308443186505662
SYNTHETIC_SITE_0147,2023-05-28,8.397716934578618,6.047959293924564,1.4639102431696511,7.618993788004377,2.9730149661786514
SYNTHETIC_SITE_0148,2023-05-29,17.60970782808449,8.475604050579978,2.263566426447793,8.648114056443122,2.480925481386846
SYNTHETIC_SITE_0149,2023-05-30,16.48492336616593,6.522430921345338,0.7475371593797607,5.704617220368665,2.427807598396496
SYNTHETIC_SITE_0150,2023-05-31,16.252464251729382,6.4068861204349545,2.974364261341995,8.170418899267801,2.6048589908250204
SYNTHETIC_SITE_0151,2023-06-01,16.732241047484877,5.477287909117028,2.96491885297936,2.0177280581985535,9.81770490744023
SYNTHETIC_SITE_0152,2023-06-02,11.599876392107547,6.688830601848398,1.4733458524055132,7.62620768367603,0.4329147372633092
SYNTHETIC_SITE_0153,2023-06-03,16.161268485805017,6.141528165274002,7.460555169071689,4.73905351256972,7.994195153914053
SYNTHETIC_SITE_0154,2023-06-04,16.465362366493405,8.513612128109095,0.2683208145687498,10.411989033093633,2.7870425922457183
SYNTHETIC_SITE_0155,2023-06-05,11.42824290986816,8.007853671474107,0.0341858401169344,9.554814705529022,6.081805197469088
SYNTHETIC_SITE_0156,2023-06-06,24.328872555723784,6.649479723857821,2.9407281679195654,8.933341963932161,3.543654556223381
SYNTHETIC_SITE_0157,2023-06-07,17.36916460455894,9.001948644275448,3.2917426161318923,11.04201245431876,1.22526963646358
SYNTHETIC_SITE_0158,2023-06-08,9.043482513986756,7.985412389593275,0.2561377737569413,6.102166958350326,8.51074474242919
SYNTHETIC_SITE_0159,2023-06-09,18.28276804316915,6.940134893193102,0.6173561286960697,11.494726395831115,7.645871491050129
SYNTHETIC_SITE_0160,2023-06-10,10.126591648863393,5.200475428101141,0.035416465412930004,9.86438312852077,1.315735056959322
SYNTHETIC_SITE_0161,2023-06-11,18.93542301871226,9.032754058072594,0.6943224317033132,7.526889425562108,5.1194067148384095
SYNTHETIC_SITE_0162,2023-06-12,20.79297789503702,6.088342026589123,2.966860904256224,10.271240294365889,2.0304376689872954
SYNTHETIC_SITE_0163,2023-06-13,10.896588408241447,5.8836810024344866,1.45945855114414,5.787412975176732,0.7664857924529163
SYNTHETIC_SITE_0164,2023-06-14,19.81688064622161,8.018056345607713,0.8557146861866832,6.350971676944653,1.6996691496336174
SYNTHETIC_SITE_0165,2023-06-15,17.06390463468249,9.151801925071418,0.9296001263187308,6.782820553520599,8.18022760434279
SYNTHETIC_SITE_0166,2023-06-16,19.11030079997245,8.307418254808415,0.0027090853886956295,6.9420445838719695,6.184957974684197
SYNTHETIC_SITE_0167,2023-06-17,24.483964913269737,7.651127296041888,0.7127800478224141,5.8868847144794945,2.629859852568984
SYNTHETIC_SITE_0168,2023-06-18,13.773059419985648,7.675803473332229,2.079510173121035,10.44616613419065,8.20614117821472
SYNTHETIC_SITE_0169,2023-06-19,11.231319178212551,7.882732447024246,7.314330908570359,7.482291199260336,7.254323951922972
SYNTHETIC_SITE_0170,2023-06-20,10.552427851872384,7.807142871829412,3.7554299972493825,8.70500993671376,1.702085464321788
SYNTHETIC_SITE_0171,2023-06-21,10.920948575172808,7.424953139175501,0.047755566831033,6.859297267172639,9.559864145368053
SYNTHETIC_SITE_0172,2023-06-22,14.61449145292948,7.283360883161501,4.576587498444518,4.358793398902966,2.460710656005591
SYNTHETIC_SITE_0173,2023-06-23,16.70575987408322,7.149925497680382,3.057545381420305,8.540114716782844,2.745136069168716
SYNTHETIC_SITE_0174,2023-06-24,16.383453996650097,6.596828328906659,3.031677696697999,4.175490049160446,0.44739628593478903
SYNTHETIC_SITE_0175,2023-06-25,19.13591624518012,6.975459938506581,1.224962905712892,7.862731907829063,1.9976798325646117
SYNTHETIC_SITE_0176,2023-06-26,15.065009459389534,5.845634548643692,1.0150132519903914,5.263369922334379,2.9912189335590793
SYNTHETIC_SITE_0177,2023-06-27,22.267670385786584,7.1213282985642,0.7216979399646261,11.974551998461616,4.19253217380789
SYNTHETIC_SITE_0178,2023-06-28,13.67671583381022,6.409127114279266,0.13590438126854174,9.822725444349443,1.2293828556226658
SYNTHETIC_SITE_0179,2023-06-29,28.600845832948096,6.317128546227384,0.518151300866055,8.21150758254296,1.772598134888721
SYNTHETIC_SITE_0180,2023-06-30,18.12833673882503,7.3439153209227825,0.5663276170018666,10.527413355309337,9.698995882960329
SYNTHETIC_SITE_0181,2023-07-01,10.714212217918586,8.31360182907568,1.323595769118734,6.307368045068529,6.931153941923296
SYNTHETIC_SITE_0182,2023-07-02,9.645537509694439,7.9346532848018505,2.7522477652134314,9.086958757340186,7.813876341493708
SYNTHETIC_SITE_0183,2023-07-03,17.412362076215928,5.943599517101458,1.2841851772313098,8.399620867437427,3.1910220536183385
SYNTHETIC_SITE_0184,2023-07-04,13.882686073370746,6.40829749074373,0.11916978012496816,8.52804016266734,4.284294214263841
SYNTHETIC_SITE_0185,2023-07-05,18.57000247046046,7.952616950390573,6.330186808793513,10.544707000213535,5.200238830218341
SYNTHETIC_SITE_0186,2023-07-06,17.366188122867726,6.414010085169353,5.719758324704087,9.464984205559604,9.605372158097243
SYNTHETIC_SITE_0187,2023-07-07,14.635855436715635,7.020293480002381,3.0759984714558355,8.577447325650047,0.7485164864330125
SYNTHETIC_SITE_0188,2023-07-08,10.766031409657975,7.6400416792196415,9.495288966719887,4.690225127543408,2.1730103207264415
SYNTHETIC_SITE_0189,2023-07-09,7.425763876570677,6.425324436109092,1.5726415532925795,6.0799074094410726,4.002492296064858
SYNTHETIC_SITE_0190,2023-07-10,12.767425239664895,7.284300404916769,6.5811921595658,7.754582132808552,3.5606506635350286
SYNTHETIC_SITE_0191,2023-07-11,19.28199397161736,6.132779604065437,0.15723170689833965,8.186744748553302,1.7528058351939868
SYNTHETIC_SITE_0192,2023-07-12,16.07046872065102,6.718905884839029,0.9104057992925537,5.739592550652152,4.886048285667804
SYNTHETIC_SITE_0193,2023-07-13,8.77130610644006,7.45582554731403,0.5107686587971821,12.823353351156843,2.246368152845247
SYNTHETIC_SITE_0194,2023-07-14,15.86590462925591,5.925605013174665,0.4358968491046164,11.032788110507145,3.366566585735222
SYNTHETIC_SITE_0195,2023-07-15,16.926586898644185,7.552379790368319,0.30351397474217,9.204236640784966,4.7320693726576275
SYNTHETIC_SITE_0196,2023-07-16,10.580712818994336,7.184289760858655,1.9479119447839621,8.144073722567489,2.3361273556274194
SYNTHETIC_SITE_0197,2023-07-17,15.76862552972764,7.641991963533719,3.0403085822463196,7.575582060197696,5.831763864541674
SYNTHETIC_SITE_0198,2023-07-18,15.29104359223,7.379131307251729,1.7269146453916535,6.096163079955529,6.583836547592322
SYNTHETIC_SITE_0199,2023-07-19,9.285148510846884,8.291312343979076,0.3179040313356503,8.154961037037726,1.8122558693733237
SYNTHETIC_SITE_0200,2023-07-20,16.788936801741418,7.300179602118326,3.3333266916293085,8.515505080285502,2.2329720344063277
SYNTHETIC_SITE_0201,2023-07-21,17.80392263184117,6.856475567099798,2.020953976434794,5.516478849036751,1.409156035215442
SYNTHETIC_SITE_0202,2023-07-22,20.415256215876383,7.297838002425827,0.9825875895555617,8.668352834489795,3.3094078427604816
SYNTHETIC_SITE_0203,2023-07-23,20.269010260174515,7.63463842322911,2.242515314134136,7.6894819023505026,4.190439853924949
SYNTHETIC_SITE_0204,2023-07-24,8.111653160214544,7.239088056260564,0.6019533891974342,4.184384884245218,2.5240882574130317
SYNTHETIC_SITE_0205,2023-07-25,10.310874800424386,7.2324733529631064,0.8468270689879257,6.279229978440997,4.104915789790555
SYNTHETIC_SITE_0206,2023-07-26,17.5751763360433,6.638406649754596,4.989570803925409,7.172788933156712,2.1838395616748567
SYNTHETIC_SITE_0207,2023-07-27,17.568929754561044,6.669679265959242,0.686402265780928,11.775375314680382,2.2436941414048412
SYNTHETIC_SITE_0208,2023-07-28,17.575238431530238,6.077915782560245,1.2697122742597884,9.113106249067517,4.350309746523512
SYNTHETIC_SITE_0209,2023-07-29,34.26365745327361,8.599661394549551,4.417117608523501,5.329036861800217,2.3691798455479556
SYNTHETIC_SITE_0210,2023-07-30,17.854452553465833,6.204909411686972,2.4600953036874644,8.972072578835274,3.172992326209065
SYNTHETIC_SITE_0211,2023-07-31,20.677828200902994,6.645675841763274,0.1284440249481455,4.905392022123269,4.463277053583282
SYNTHETIC_SITE_0212,2023-08-01,19.770008817466014,6.625274187544642,0.31870212680931154,10.165382107774146,4.061174976200198
SYNTHETIC_SITE_0213,2023-08-02,18.25695625652899,7.915939501555553,0.01574499544794723,7.057750696364243,2.2099152320062108
SYNTHETIC_SITE_0214,2023-08-03,13.423653776798272,6.964040257366378,1.993493413602983,7.812727622521658,7.045070590544653
